[2021-03-24 12:02:00] , 63.00, 63.06, 12.30
[2021-03-24 12:02:05] , 63.00, 63.08, 12.20
[2021-03-24 12:02:10] , 63.00, 63.10, 12.20
[2021-03-24 12:02:15] , 63.00, 63.12, 12.10
[2021-03-24 12:02:20] , 63.00, 63.14, 12.10
[2021-03-24 12:02:25] , 64.00, 63.16, 12.00
[2021-03-24 12:02:30] , 64.00, 63.18, 12.00
[2021-03-24 12:02:35] , 63.00, 63.20, 11.90
[2021-03-24 12:02:40] , 63.00, 63.22, 11.90
[2021-03-24 12:02:45] , 62.00, 63.22, 11.90
[2021-03-24 12:02:50] , 63.00, 63.22, 11.90
[2021-03-24 12:02:55] , 64.00, 63.24, 12.00
[2021-03-24 12:03:00] , 64.00, 63.26, 12.00
[2021-03-24 12:03:05] , 63.00, 63.26, 12.10
[2021-03-24 12:03:10] , 63.00, 63.26, 12.10
[2021-03-24 12:03:15] , 63.00, 63.26, 12.20
[2021-03-24 12:03:20] , 64.00, 63.26, 12.20
[2021-03-24 12:03:25] , 64.00, 63.26, 12.20
[2021-03-24 12:03:30] , 64.00, 63.26, 12.20
[2021-03-24 12:03:35] , 64.00, 63.26, 12.20
[2021-03-24 12:03:40] , 64.00, 63.26, 12.20
